VideoID,Title,Description,Author,Published,ViewCount,Duration,Likes,Dislikes,Rating,Category,CategoryNumber,CommentCount,Comments,Query Term,LabelOrder,TaskOrder
biW7MOHSclQ,European Premiere - First gauge-integrated Thermal Imaging Camera,"At INTERSCHUTZ 2015 MSA shows for the first time in Europe a concept for a gauge-integrated Thermal Imaging Camera. In this way, every firefighter could be ...",MSA,2015-06-09T07:20:45.000Z,1686,0:01:18,8,0,5,Science & Technology,13,0,[],"""imaging camera""",2249,84
7sfThaK0nCs,FLIR ONE - Ñ‚ÐµÐ¿Ð»Ð¾Ð²Ð¸Ð·Ð¾Ñ€ Ð´Ð»Ñ iPhone,ÐžÑ„Ð¸Ñ†Ð¸Ð°Ð»ÑŒÐ½Ñ‹Ð¹ Ð¿Ñ€ÐµÐ´ÑÑ‚Ð°Ð²Ð¸Ñ‚ÐµÐ»ÑŒ Ð² Ð Ð¾ÑÑÐ¸Ð¸: http://tut.ru/FLIR FLIR ONE - Ñ‚ÐµÐ¿Ð»Ð¾Ð²Ð¸Ð·Ð¸Ð¾Ð½Ð½Ñ‹Ð¹ Ñ‡ÐµÑ…Ð¾Ð» Ð½Ð° iPhone 5/5s: http://tut.ru/Thermovision/39456/...,Ð¢Ð•ÐŸÐ›ÐžÐ’Ð˜Ð—ÐžÐ Ð« Ð˜ ÐŸÐ Ð˜Ð¦Ð•Ð›Ð«,2014-01-12T00:42:51.000Z,0,0:00:00,0,0,0,Unknown,16,0,[],"""flir one""",2596,85
eN4pdiNtjBU,Testo 882 Thermal Imaging Camera,http://www.aikencolon.com/testo-882.html Testo 882 Features 33 hz USB video out - Create infrared videos for clients and marketing purposes. Infrared image ...,AC Tool Supply,2012-12-04T20:13:57.000Z,445,0:02:19,0,0,0,Film & Animation,5,1,[],"""thermal imaging"" ""imaging camera""",1045,86
FBOeDrHuwr0,Fluke Infrared Camera Thermography,http://www.netzerotools.com/infrared-ir-camera Fluke Infrared Thermal Imaging Cameras TiS|Ti 10 | Ti 25 | TiR | TiR1 | TiR 2 / 3 / 4 FT | Ti40 | Ti45 FT | Ti50 | Ti55 ...,NetZeroTools,2012-04-30T20:32:03.000Z,271,0:00:58,0,0,0,Science & Technology,13,0,[],"thermography ""imaging camera""",2644,87
IKDjbrx12is,Long Range IR Infrared Laser Illumination Night Vision ZLID  PTZ Camera System,HD Long Range Infrared Camera System for Coastal Surveillance Radar MIL-STD-810F/G IP 67 -50~60Â°C The entire system is designed for the most ...,Long Range Thermal Camera Infrared Surveillance PTZ,2017-01-13T23:20:44.000Z,150,0:00:32,1,0,5,People & Blogs,11,0,[],"infrared ""infrared camera""",2572,88
rnfRBB9dB2o,ZB IR70A 420TVL min 50m night,ZB IR70A 420TVL. ÐœÐ¸Ð½Ð¸Ð¼Ð°Ð»ÑŒÐ½Ð¾Ðµ ÑƒÐ²ÐµÐ»Ð¸Ñ‡ÐµÐ½Ð¸Ðµ. Ð”ÐµÐ½ÑŒ.,Ð¡Ð¸Ð±Ð¸Ñ€ÑÐºÐ°Ñ Ð¡Ð¿ÑƒÑ‚Ð½Ð¸ÐºÐ¾Ð²Ð°Ñ Ð‘Ð°Ð·Ð°,2013-11-17T12:59:32.000Z,57,0:00:28,0,0,0,Entertainment,4,0,[],"infrared ""follow u""",1779,89
aAzxTrouOCI,MilwaukeeÂ® M12â„¢  M12 TI-21C 12v Cordless Redlithium-ionâ„¢ Thermal Imager,"M12â„¢ M12 TI-21C 12v Cordless Redlithium-ionâ„¢ Thermal Imager is faster, more versatile and easier to use than any other tool in its class. The M12 â„¢ Thermal ...",Milwaukee Tool Europe,2012-08-13T12:50:15.000Z,9311,0:01:05,4,1,4.199999809,Howto & Style,7,0,[],"""thermal imager""",2616,90
rJbQHc9UpTI,Does Thermal Paste Brand Matter?,Buy some arctic silver 5 - http://amzn.to/2ckI2FA Â» Shop on Amazon - http://amzn.to/2bVnOEe Â» Support us on Patreon - http://bit.ly/1ZJMsWV Â» Support us on ...,Toasty Bros,2016-09-12T10:00:05.000Z,40900,0:07:32,441,56,4.549295902,People & Blogs,11,176,[],"""thermal paste""",1316,91
kmirYwnfEQw,Thermal Imaging & Emissivity Theory Overview,"Presented by Alan Clark, Level II Thermographer, covering the theory behind infrared temperature measurement and the effects of emissivity on infrared ...",Palmer Wahl Instrumentation Group,2014-07-09T17:49:53.000Z,2171,0:53:55,0,0,5,Unknown,16,1,[],"""infrared thermography""",1847,92
2118O7vocRI,FLIR,FLIR.,Citizen Media for We The People,2010-10-22T17:42:37.000Z,51,0:01:00,0,0,0,Education,3,1,[],"""flir lepton""",58,93
RoR0izkByAI,Night Vision Triangle UFO,http://HumansAreFree.com.,Alexander Light,2011-09-20T13:20:58.000Z,11738,0:01:02,88,0,5,Education,3,29,[],"""night vision""",1009,94
b4M-S2YXG2s,Thermal Problem Solved,"(YTO2 234-132) After removing and cleaning the heat sink & fan, cleaning off the old thermal paste and a fresh application of Arctic Silver 5, the CPU is now ...",Tinfoil Chef,2012-05-20T17:10:07.000Z,135,0:02:06,6,0,5,People & Blogs,11,4,[],"thermography ""thermal paste""",756,95
7qkXqn9Y5i4,Thank u facebook|amaizing video|paresh patil facebook profile|loved it,This video was made by facebook for me and its awesome ..I really loved it ...n I thanks fb for such amaizing video. And I hope you like it :-) â™¡â™¥ ...,Paresh Patil,2017-07-09T07:16:19.000Z,45,0:01:15,12,0,5,People & Blogs,11,1,[],"""u facebook""",2080,96
CsnAiabq4_s,Flir One Personal Thermal Imager at CES 2015,"Amazon VJ Andru Edwards brings you a look at the Flir One Personal Thermal Imager from CES 2015. Flir One connects to Android smartphones, as well as all ...",amazon,2015-06-22T06:52:28.000Z,565,0:04:50,4,0,5,Howto & Style,7,0,[],"""thermal imager""",1235,97
RwXIHRWuvN4,DIY Macro Mode for a Seek Thermal Camera,Adding a macro lens to the seek thermal camera for super-close photography. Also covers practical methods of holding the Iphone stable during use.,electronupdate,2015-01-30T07:26:53.000Z,8715,0:04:42,0,0,4.854545593,Unknown,16,14,[],"""seek thermal""",57,98
2TfT2oRaJGg,Fluke Training - Introduction to Thermal Imaging,This Webinar from Fluke is an in-depth and advanced introduction to the principles and applications of Thermal Imaging.,TestersAndTools,2010-11-02T18:08:40.000Z,1225,0:14:54,3,0,5,Science & Technology,13,0,[],"thermography ""imaging camera""",209,99
ii-MfYi8GaU,Team ParUnormal: Cheap Infrared (IR) Flashlight DIY,Team ParUnormal shows you how you can take an ordinary flashlight and turn it to useable IR light for Night Vision Camera's/Camcorders by simply using film ...,Para-holiX,2013-02-08T22:44:56.000Z,68779,0:08:05,243,31,4.547445297,Science & Technology,13,75,[],"infrared ""night vision""",861,100
HCqk2udhrls,Spy Gear Everyday Missions - Night Vision,Spy Gear available now at www.Target.com !,Spy Gear,2015-03-23T21:05:12.000Z,842294,0:01:36,1554,225,4.49409771,Pets & Animals,12,92,[],"""night vision""",119,101
J-i-uXAYrNQ,Rendering particles in realtime with py-lepton,Demo for http://codeboje.de/Rendering-particles-in-realtime-with-py-lepton/,codeboje,2009-09-25T20:35:58.000Z,1980,0:00:20,2,1,3.666666746,Film & Animation,5,0,[],"lepton ""flir lepton""",783,102
BWgKRnq9sTI,"How To Install a CPU, Apply Thermal Paste And Water Block",Here's a link to my Water Cooled Gaming PC Project 2012: http://www.youtube.com/watch?v=g1o-hssOGbg&list=PL773221B484270240&feature=plcp Hello ...,eyTechs,2012-08-22T21:22:44.000Z,8980,0:05:15,24,19,3.23255825,Science & Technology,13,42,[],"""thermal paste""",827,103
ME_iMtXCZj0,Follow U,"3,4,5th Grade Musical.",bacsbroncos,2014-03-21T21:15:48.000Z,0,0:00:00,0,0,0,Unknown,16,0,[],"""follow u""",1172,104
3mkkgzAwsiY,9 Hz vs  30 Hz Flir Thermal Camera Comparison,Confused about the difference between a 9 Hz camera system and a 30 Hz system? Jon McBride will take you through the ins and outs of the difference ...,RMUSUAV,2017-06-06T21:51:32.000Z,332,0:02:34,8,0,5,Howto & Style,7,0,[],"""flir thermal""",2679,105
peUoSHkqPn4,THE SNAP ON JUNKIE SNAP ON THERMAL IMAGER REVIEW EETH300,"MY REVIEW OF SNAP ON THERMAL IMAGER EETH300 LIKE, COMMENT AND SUBSCRIBE!!! TELL ALL YOUR FRIENDS ABOUT MY CHANNEL! If you would ...",The Snap-On Junkie!!!,2017-03-18T18:46:25.000Z,4698,0:16:00,116,10,4.682539463,Autos & Vehicles,1,80,[],"""thermal imager""",197,106
3ObptdDMhgY,"GTA 5 - Gunrunning DLC Heavy Sniper MkII Scopes (Thermal, Night Vision)",Zoom Scope Advanced Scope Night Vision Scope Thermal Scope Special thanks to BRandon89989 for helping me out. For those of you who Assume My ...,Digital Car Addict,2017-06-22T02:10:25.000Z,43883,0:03:16,633,58,4.664254665,Gaming,6,170,[],"thermal ""night vision""",1476,107
Pv3a1N6sXEY,Follow U musical at Hebron Baptist church 2012,,Amy Lobo,2012-08-06T03:22:32.000Z,674,0:02:39,0,0,0,People & Blogs,11,0,[],"""follow u""",2248,108
tDXLCk6Jxec,How thermal camera works.Abs SCIENTIFIC } WORLD,individual particles of light interacting each other named as photos that how a real camera captures an image .and according to friction the resistance that one ...,Abs SCIENTIFIC } WORLD,2017-05-23T19:41:12.000Z,40,0:02:25,1,0,5,Science & Technology,13,0,[],"""thermal image"" ""imaging camera""",1169,109
Fzfs-45iNvk,"Honey Tree, When Enemy Follow U",Z gÃ³ry dziÄ™ki za Å‚apki w gÃ³rÄ™ i subskrypcje! Im ich wiÄ™cej tym wiÄ™cej nowych filmÃ³w! ;) Muzyka: Uplink & Jason Gewalt - Euphoria ...,Krelon,2017-03-26T18:37:53.000Z,95,0:03:15,9,4,3.769230843,Gaming,6,6,[],"""follow u""",1144,110
uf4bQGz2Id4,"Enhanced Night Vision Goggle (ENVG), AN/PSQ-20","Find out more about the Enhanced Night Vision Goggle (ENVG), AN/PSQ-20 at http://1.usa.gov/Hc8JKd. The ENVG combines night-vision with thermal ...",PEO Soldier,2013-11-08T19:35:10.000Z,42430,0:02:14,185,5,4.894736767,Science & Technology,13,15,[],"""thermal camera"" ""night vision""",1026,111
vdgw_oA_sV0,FLIR ONE  electrical control multistory building,FLIR ONE electrical control multistory building ÐµÐ»ÐµÐºÑ‚Ñ€Ð¾Ñ‰Ð¸Ñ‚Ð¾Ðº Ð±Ð°Ð³Ð°Ñ‚Ð¾Ð¿Ð¾Ð²ÐµÑ€Ñ…Ð¾Ð²Ð¾Ð³Ð¾ Ð±ÑƒÐ´Ð¸Ð½ÐºÑƒ.,Ily dey,2017-01-19T20:16:07.000Z,51,0:00:38,0,0,0,Science & Technology,13,0,[],"lepton ""flir one""",1387,112
r5veMDGCJGA,Lion Caught on Infrared Camera,"A lion reclaims his kill under cover of darkness. Please LIKE and SUBSCRIBE if you enjoyed! http://bit.ly/1Adl6ht **More info & videos below** ""India's ...",Nature on PBS,2016-03-29T17:30:46.000Z,2682,0:02:47,32,1,4.878787994,Pets & Animals,12,1,[],"""infrared camera""",381,113
O-RSVkGQf0Q,Kemetic Just presents Just One -  I Will Follow U (Justin's Subaquatic Dub) [Neroli],Kemetic Just present Just One - I Will Follow U Label: Neroli - NERO032 Date: 2016 FOR PROMOTIONAL USE ONLY PLEASE SUPPORT AND BUY THE ...,Chineurs De House,2016-09-21T13:12:25.000Z,1054,0:07:33,21,2,4.652173996,Music,8,1,[],"""follow u""",299,114
Pxkoah4FMfo,Channel U Facebook Friends Event (Liese),Log on to http://www.facebook.com/channelu for details on how to take part!,Mediacorp Channel U,2012-07-10T01:51:28.000Z,669,0:00:31,1,0,5,Entertainment,4,0,[],"""u facebook""",2489,115
KwxOvpe_HLY,Kako nekome provaliti u facebook,,VidaaGaming,2014-03-31T19:35:05.000Z,6460,0:01:16,53,33,3.465116262,People & Blogs,11,17,[],"""u facebook""",1874,116
g9Us2Rmoddo,FLIR C2  Stealthy Box Turtle Low signature  GCBT009,Timid Box Turtle almost invisible to Flir C2 thermal imaging camera vleCold vid00118.,3beltwesty,2015-05-12T23:25:49.000Z,352,0:01:01,1,0,5,Education,3,0,[],"""thermal imaging"" ""flir lepton""",1733,117
x_l5N1Ul6iQ,Infrared video of marine obstacles (UBC Sailbot),"http://www.ubcsailbot.org UBC Sailbot is building a fully autonomous sailboat that will be the first to successfully cross the Atlantic Ocean. Last February, we ...",Paul Cernek,2015-05-03T17:30:23.000Z,74,0:00:44,0,0,0,Science & Technology,13,0,[],"""flir lepton""",136,118
mukUInQ34J4,"How to replace thermal paste and thermal pads on iMac 21.5"" Late 2009 ATI Radeon HD 4670",You can find this set in our e-shop here http://www.computer-systems.gr/el/content/product/k5-pro-k4-pro-%CF%83%CE%B5%CF%84 on ebay here ...,ComputerSystemsGR,2015-12-17T09:04:58.000Z,7428,0:04:09,15,18,2.818181753,Science & Technology,13,17,[],"""thermal paste""",2286,119
ekLYwHTZwGw,Apply New Thermal Paste to a Toshiba laptop,,Simos805,2016-05-30T17:18:45.000Z,1128,0:06:43,8,3,3.909090996,Science & Technology,13,3,[],"""thermal paste""",942,120
qny1DP01C5s,I'll Follow U - Terror Danjah x Olivia Louise,Kicking off the first release on R&G is Olivia Louise. She's a singer/songwriter from Chester. She first came on the scene singing for the North West MC collective ...,R&G TheLabel,2017-05-19T18:37:20.000Z,1406,0:03:42,34,2,4.777777672,Entertainment,4,2,[],"""follow u""",48,121
1hwmDIfd_Ao,Flir T620bx Blended Picture in Picture Infrared Thermography,http://www.netzerotools.com/flir-t620bx-thermal-imaging-infrared-camera The Flir T620bx features Picture in Picture & Thermal Fusion - Blend visible and ...,NetZeroTools,2012-04-18T15:17:58.000Z,21,0:00:26,0,0,0,Science & Technology,13,0,[],"""infrared thermography""",944,122
nmQIrl6UaEQ,PS4 LÃ¼fter / GehÃ¤use Mod + WÃ¤rmeleitpaste erneuern Tutorial Teil 4 (Update),"Hier seht Ihr wie Ihr eure PS4 kÃ¼hler und leiser macht. Durch die im Video gezeigten Schritte seht ihr eine andere Variante der GehÃ¤usemod, die wesentlich ...",TimeforGameplay,2017-02-19T12:03:05.000Z,8480,0:04:45,66,5,4.718309879,Gaming,6,51,[],"""thermal image"" ""thermal paste""",2309,123
_65VHYf366M,Seek thermal XR infrared camera extended range - Unboxing and Unpacking,Unpacking of the Seek XR infrared camera for iPhone. For more information about infrared cameras visit: http://waermebildkamera-test.de.,WÃ¤rmebildkamera Test,2015-11-20T13:09:28.000Z,2283,0:01:12,1,1,3,Science & Technology,13,0,[],"""infrared camera""",1725,124
u5yEnd2pwEI,FLIR Thermal Image at Tuberculosis Sanatorium,,arpastTV,2009-10-23T03:05:42.000Z,2286,0:04:29,3,0,5,Science & Technology,13,1,[],"""thermal image"" ""flir thermal""",2655,125
47Waj28U7rY,I See U - Facebook Hidden Photos - Chrome Extension,With this extension you can see photos of any facebook users without being friend.,Cofile SL,2017-01-05T18:47:37.000Z,566,0:00:57,1,1,3,People & Blogs,11,1,[],"""u facebook""",2599,126
BRL4DPeU-fQ,Bauer BGA IR PRO SCC V4 Rework station,,TechnoService,2012-09-21T22:47:05.000Z,2005,0:00:38,4,3,3.285714388,Science & Technology,13,0,[],"infrared ""thermal paste""",786,127
DnP8SAPnFF4,Thermal microscope flir infrared camera,FLIR ThermaCam Thermal Infrared Microscope imaging video. Very rare microscopic imaging with a thermal infrared camera. This is the ultracam ThermaCam ...,rankol1,2011-06-21T23:51:39.000Z,2254,0:01:08,4,0,5,Science & Technology,13,5,[],"thermography ""infrared camera""",1438,128
ZaDHRQlPXpc,cÃ¡ch Ä‘á»•i máº­t kháº©u facebook trÃªn Ä‘iá»‡n thoáº¡i,cÃ¡ch Ä‘á»•i máº­t kháº©u facebook trÃªn Ä‘iá»‡n thoáº¡i cÃ¡ch Ä‘á»•i máº­t kháº©u facebook trÃªn Ä‘iá»‡n thoáº¡i cÃ¡ch Ä‘á»•i máº­t kháº©u facebook trÃªn Ä‘iá»‡n thoáº¡i.,kenh tong hop Zero,2016-05-16T01:29:31.000Z,79440,0:01:29,264,64,4.219511986,Gaming,6,23,[],"""u facebook""",2389,129
8c7vrLop3Mk,COFDM PTZ camera night vision thermal imaging FLIR military long range telemetry C4ISR,"ICCD intensified night vision color mono camera for situational awareness at long range standoff distances, my bad for the shaky video; the optics on the I2 ...",hms311,2011-08-26T09:23:30.000Z,1285,0:03:23,0,0,0,Science & Technology,13,0,[],"""thermal imaging"" ""night vision""",2671,130
rmkfsM7cNa0,FLIR TG165 Infrared Imaging Camera / Thermometer - Unboxing and Test,Read More: https://thermal-review.com The FLIR TG165 is a infrared thermometer with an integrated thermal camera. In this video we show was is included in ...,WÃ¤rmebildkamera Test,2016-11-22T12:18:24.000Z,782,0:08:26,4,0,5,Science & Technology,13,0,[],"infrared ""imaging camera""",322,131
h09f8JlT5N8,MAKE UP FOR EVER HD Demo for Channel U Facebook fans @ Sephora ION,,MAKE UP FOR EVER Singapore,2012-09-14T07:36:28.000Z,129,0:01:05,0,0,0,People & Blogs,11,0,[],"""u facebook""",2561,132
fv6l_tZyBH4,FLIR C2 Introduction Video - Pocket Size Thermal Imager,Introducing the FLIR C2 Pocket Portable Thermal Imaging Camera with MSX Available at: ...,TEquipment.NET,2015-02-20T15:05:55.000Z,2039,0:01:31,2,0,5,Science & Technology,13,0,[],"""thermal imager""",2378,133
JnRC033tPXE,Official IR 3000 Tutorial - Install and Remove BGA and SMC,"""The IR 3000 offers advanced surface mount rework capability in an integrated, cost-effective, bench-top work station."" This video covers the basic processes of ...",paceworldwide,2014-01-20T20:17:44.000Z,5231,0:09:00,20,0,5,Education,3,5,[],"infrared ""thermal paste""",1486,134
PjLgQLKoVPs,Graphene vs Arctic silver 5 thermal paste,in this video I test out the grapheme thermal paste against arctic silver 5 thermal paste update I switched back to arctic silver 5 in this vid ...,bam6972,2013-05-11T05:33:30.000Z,3844,0:09:01,10,3,4.076922894,Science & Technology,13,9,[],"thermal ""thermal paste""",686,135
wHeVjnsqFhk,à¸£à¸µà¸§à¸´à¸§ night vision goggles à¸ˆà¸²à¸ chilindo,à¸Šà¹ˆà¸§à¸¢à¸à¸±à¸™à¸à¸” like à¹€à¹€à¸¥à¸°subscribe à¸”à¹‰à¸§à¸¢à¸™à¸°à¸„à¸£à¸±à¸š.,louis luiser,2016-09-16T17:08:23.000Z,40731,0:02:06,108,10,4.661016941,People & Blogs,11,26,[],"""night vision""",1466,136
o5fj3fJTaCY,Like and leav a come in I will follow u of u have musically please,Check out this musical.ly: inspired by @mostwanted._niyaa.,Zariahya Hines,2017-07-31T15:49:01.000Z,3,0:00:06,0,0,0,People & Blogs,11,0,[],"""follow u""",2107,137
KSdIgBzMzXQ,The Order: 1886 - PS4 Walkthrough / Gameplay / 1080p - PART 6 Chapter 5 Agamemnon Rising,The Order: 1886 - PS4 Walkthrough / Gameplay / 1080p - PART 6 Chapter 5 Agamemnon Rising Is this game good?What about play time?Worth to buy?,John GodGames,2015-03-11T15:20:11.000Z,593,0:55:53,2,0,5,Gaming,6,1,[],"""thermal imaging"" ""thermal paste""",2001,138
MFbZ1M1oy9w,como hacer u facebook,sirve para todos los que vean este video.,kevin tobias,2013-11-06T21:52:39.000Z,6,0:00:52,1,0,5,People & Blogs,11,0,[],"""u facebook""",2306,139
mp5eZ9YfP6E,Night Vision - Part 1,"NOTE: for the absolute best viewing results, watch video in high resolution 1080p. Night Vision - Part 2: https://www.youtube.com/watch?v=XymNeR2aObg This ...",AnalyticalSurvival,2016-04-22T06:07:54.000Z,8910,0:09:16,314,4,4.949685574,Education,3,166,[],"""thermal image"" ""night vision""",907,140
U03WeAiiCgo,Thermal effect of current flow,Interesting effect of thermal emission on the electronic elements after power on and off (after 25 seconds).,Piksar6666,2016-01-12T18:54:37.000Z,204,0:01:19,0,0,0,Science & Technology,13,0,[],"""thermal camera"" ""thermal paste""",2056,141
TDwQLyobml4,MacBook Pro Idle After Heatsink Lapping And Arctic Silver 5 (1 month update),1 Month Update on my Macbook Pro after heatsink lapping + Arctic Silver 5. Idle temps with very little running ~90F (32C),uberDoward,2013-05-25T08:38:34.000Z,5793,0:01:00,3,7,2.200000048,Howto & Style,7,36,[],"infrared ""thermal paste""",895,142
rR2uqdpUYnY,"Semi automatic BGA Rework Station WDS-650 for QPN POP LAPTOP repair With CCD Vision,Optical Lens","Shenzhen Wisdomshow Technology Co., Ltd specializes in BGA Rework Station for nearly five years and enjoy high reputation in the worldwide market.",BGA Machine Factory WDS,2015-07-01T14:47:37.000Z,906,0:02:36,1,0,5,Science & Technology,13,2,[],"infrared ""thermal paste""",2390,143
TceIHYjcm3Y,"Hackintosh: Updating to OS X 10.9.2 + Tips, How to (#21)",Hackintosh Series:: http://www.youtube.com/playlist?list=PL50DC4C5A8CA947CA - Follow me on Twitter:: http://www.twitter.com/insanely_great I wanted to get ...,Mike Flaminio,2014-03-05T01:34:25.000Z,5783,0:06:25,45,1,4.913043499,Science & Technology,13,8,[],"""thermal camera"" ""thermal paste""",2013,144
7hSffUChSSI,TBS Discovery with Thermal Camera,TBS Discovery with Thermal Camera Flytron.,s3299,2015-04-19T09:02:57.000Z,129,0:01:05,2,0,5,Science & Technology,13,1,[],"lepton ""seek thermal""",1122,145
SqIUwid0H2g,Dahua Thermal camera PT8620B - Moon,Zoom on Moon using thermal module from Dahua PT8620B. Thermal lens 30-150mm (5x zoom),CCTVnerd,2017-02-13T13:34:07.000Z,460,0:00:30,6,0,5,Science & Technology,13,0,[],"lepton ""infrared camera""",2648,146
9IQtkTqD-yc,Driving with Gen 3 Night Vision Goggles and Infrared Lights,"Testing out the new Ultimate Night Vision 940nm Infrared Driving Lights. These lights cannot be seen with the naked eye, however they provide plenty of ...",Ultimate Night Vision,2016-11-08T22:13:01.000Z,10366,0:01:00,69,9,4.538461685,Sports,14,5,[],"""night vision""",231,147
JJD3v5HDRqw,FLIR Infrared Thermography for Veterinary,"The FLIR B-Series of portable thermal imaging cameras takes ergonomics, weight and ease-of-use to a new level. Usability is key: our engineers have ...",airconcern,2012-03-23T16:49:00.000Z,981,0:03:17,4,0,5,Autos & Vehicles,1,0,[],"""infrared thermography""",2336,148
yEVHJAMTnWY,Xhero - Follow U  [ELECTRO-HOUSE],Xhero - Follow U (Harmoony Official Anthem) Social Media: Fb: www.facebook.com/XheroDJ Soundcloud: www.soundcloud.com/xherofficial Instagram: ...,Funky Orange Production,2015-12-29T12:45:00.000Z,2022,0:05:07,21,0,5,Music,8,1,[],"""follow u""",1056,149
NViLhzhS7DY,Is Upgraded Thermal Paste Worth It?,We change out the stock thermal to see if upgraded paste is worth it.,Tech Crazy,2016-02-12T22:00:00.000Z,848,0:02:15,9,7,3.25,Science & Technology,13,4,[],"""thermal paste""",891,150
JnXWOq6ar2o,PS4 cuh-1200 overview and sound test,This is a sound test and overview of the PS4 cuh-1200.,Ground does minecraft,2017-06-23T03:32:01.000Z,17,0:01:16,0,0,0,People & Blogs,11,6,[],"""thermal image"" ""thermal paste""",2003,151
W0mstEfF590,Arma 3 King of the Hill: Prayer The Most Badass Moment Ever! (A Prayer Before Drop Into the LZ),People In The Video: TheCrazyGunner: https://www.youtube.com/user/crazycoolkiller Server: http://hostiletakeover.co/ PC Specs: - [CPU]: i7 7700k - [CPU Fan]: ...,AC-130,2017-06-21T07:56:26.000Z,23,0:01:32,0,0,0,Gaming,6,0,[],"infrared ""thermal paste""",204,152
oEXoy-oD6gw,PARATECHUK EE 4GEE NIGHT VISION ACTION CAM WITH INFRARED HEAD MOUNT APRIL 2016,Paratech UK`s Infrared Head Torch. A custom order built to accommodate an EE 4GEE Action Cam a customer bought from me a few weeks ago. This unit is ...,glen smith,2016-04-12T00:59:27.000Z,233,0:03:58,1,0,5,Entertainment,4,0,[],"infrared ""night vision""",2419,153
Ft6x_X_Cqk4,Raspberry Pi : PiRelay App - Home Automation Example,"Visit http://bit.ly/pirelay for details of the app and how to get your Raspberry Pi to switch relays. An example of the PiRelay Pro app in action controlling 2 devices, ...",Jason Findlay,2015-02-15T20:42:53.000Z,4913,0:00:40,3,0,5,People & Blogs,11,2,[],"""thermal image"" ""thermal paste""",142,154
xq0Qf2WReNw,IR View of Coffee Pot,This is a time lapse in infrared showing the brewing of a pot of coffee. The video was created with the FLIR One on the iPhone.,Rhett Allain,2014-08-16T19:47:10.000Z,20607,0:00:15,17,0,5,Comedy,2,0,[],"infrared ""flir one""",1926,155
fBgEXVQr7PM,Boson 320,,Smart Drones,2017-04-28T13:19:23.000Z,85,0:03:54,1,0,5,People & Blogs,11,0,[],"lepton ""flir thermal""",1881,156
HLSEJ-hLkcc,Intense Nightvision Firefight Compilation | U.S. Military Afghanistan / Iraq | Combat Footage,A Compilation of Nightvision Firefights filmed by U.S. Forces! âž” Visit RECON COMPANY: https://www.recon-company.com âž”My German GAMING Channel: ...,MilitaryCorner,2017-02-04T21:05:25.000Z,61625,0:07:23,848,25,4.885452271,Entertainment,4,127,[],"""night vision""",654,157
r_kWms1zWbU,FLIR IR videos and Images,FLIR IR Videos.,Dennis McCabe,2013-03-07T02:55:08.000Z,81,0:11:43,0,0,0,Science & Technology,13,2,[],"thermography ""flir lepton""",1989,158
hBzQGYIQPXY,Seek Thermal Compact Pro (Ð¼Ð¸Ð½Ð¸ Ñ‚ÐµÐ¿Ð»Ð¾Ð²Ð¸Ð·Ð¾Ñ€),"seek termal pro ÐºÐ°Ñ€Ð¼Ð°Ð½Ð½Ñ‹Ð¹ Ñ‚ÐµÐ¿Ð»Ð¾Ð²Ð¸Ð·Ð¾Ñ€. Ð”Ð°Ð»ÑŒÐ½Ð¾ÑÑ‚ÑŒ Ð¾Ð±Ð½Ð°Ñ€ÑƒÐ¶ÐµÐ½Ð¸Ñ Ð¾Ð±ÑŠÐµÐºÑ‚Ð° Ð¸Ð·Ð»ÑƒÑ‡Ð°ÑŽÑ‰ÐµÐ³Ð¾ Ñ‚ÐµÐ¿Ð»Ð¾ Ñ€Ð°Ð·Ð¼ÐµÑ€Ð¾Ð¼ Ñ Ñ‡ÐµÐ»Ð¾Ð²ÐµÐºÐ° 550Ð¼,...",ÐœÐ¸Ñ…Ð° ÐœÐ¸Ñ…Ð°Ð»Ñ‹Ñ‡,2016-12-06T02:00:03.000Z,6852,0:07:21,50,2,4.846153736,Entertainment,4,16,[],"""seek thermal""",162,159
tqfHfSMOzDg,Filr's AX8 Thermal Imaging Camera,"Flir demonstrates their AX8 Thermal Camera, at Automate show 2015. This powerful POE (power over ethernet) device is capable of reading temperatures up to ...",Phase 1 Vision,2015-04-16T18:21:14.000Z,489,0:01:00,0,0,0,Education,3,0,[],"""thermal camera"" ""flir lepton""",2262,160
Oofglsk7hVY,Mercedes-Benz E-Class 2009 | Night Vision Technology | Performance | Drive.com.au,"Driving the Stelvio Pass - at night, with no headlights! We drive a Mercedes-Benz E-Class up Italy's world famous stretch of twisting bitumen - using Night Vision ...",Drive.com.au,2012-05-30T04:38:06.000Z,23226,0:04:42,40,4,4.636363506,Autos & Vehicles,1,0,[],"""night vision""",858,161
drMrqoJKFsw,2econd Class Citizen. Follow U Featuring Graciellita (OFFICIAL VIDEO),My first music video attempt and its one of my songs! Film crew: Nadine Niederhausen - actress Rainer Frick - Camera man 1 Dominik Mayer - Camera man 2 ...,Aaron Thomason,2015-06-09T17:34:57.000Z,1601,0:03:23,28,1,4.86206913,Music,8,6,[],"""follow u""",1225,162
wZcJyhZuBSQ,Processor on circuit board heating up,"Thermal infrared image of a processor on circuit board heating up We are located in central Texas and serve Austin, Houston and San Antonio or just about ...",Advanced Infrared,2013-11-01T19:05:54.000Z,439,0:01:03,5,0,5,Science & Technology,13,3,[],"thermography ""thermal paste""",1293,163
